Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4932492201;Premium-Schleifblätter für Exzenterschleifer 125 mm K180, 8-Loch Milwaukee;15,7;16,8;16;0,26;6429FF
4932492202;Premium-Schleifblätter für Exzenterschleifer 125 mm K240, 8-Loch Milwaukee;16;8,5;16;0,25;6430FF
4932492213;Premium-Schleifblätter für Exzenterschleifer 150 mm K40, 8-Loch Milwaukee;1;15,5;18,8;0,16;6431FF
4932492214;Premium-Schleifblätter für Exzenterschleifer 150 mm K60, 8-Loch Milwaukee;18,2;15,6;1,7;0,13;6432FF
4932492215;Premium-Schleifblätter für Exzenterschleifer 150 mm K80, 8-Loch Milwaukee;18,2;15,5;1,7;0,12;6433FF
4932492216;Premium-Schleifblätter für Exzenterschleifer 150 mm K120, 8-Loch Milwaukee;18,2;15,6;1,7;0,1;6434FF
4932492217;Premium-Schleifblätter für Exzenterschleifer 150 mm K180, 8-Loch Milwaukee;18,1;15,6;1,8;0,08;6435FF
4932492218;Premium-Schleifblätter für Exzenterschleifer 150 mm K240, 8-Loch Milwaukee;15,5;18;1,5;0,08;6436FF
4932492219;Premium-Schleifblätter für Exzenterschleifer 150 mm K320, 8-Loch Milwaukee;18,1;15,6;1,8;0,07;6437FF
4932492232;Premium-Schleifblätter für Exzenterschleifer 150 mm K40, 6-Loch Milwaukee;16;8;16;0,72;6438FF
4932492233;Premium-Schleifblätter für Exzenterschleifer 150 mm K60, 6-Loch Milwaukee;9;16;16;0,57;6439FF
4932492234;Premium-Schleifblätter für Exzenterschleifer 150 mm K80, 6-Loch Milwaukee;80;16;16;0,5;6440FF
4932492235;Premium-Schleifblätter für Exzenterschleifer 150 mm K120, 6-Loch Milwaukee;8;16;16;0,43;6441FF
4932492236;Premium-Schleifblätter für Exzenterschleifer 150 mm K180, 6-Loch Milwaukee;8,5;16;16;0,36;6442FF
4932492237;Premium-Schleifblätter für Exzenterschleifer 150 mm K240, 6-Loch Milwaukee;9;16;16;0,34;6443FF
4932499979;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K150, 6-Loch Milwaukee;15,5;15,5;8;0,3;6444FF
4932499981;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K220, 6-Loch Milwaukee;15,5;15,5;8;0,29;6445FF
4932499983;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K280, 6-Loch Milwaukee;15,5;15,5;8;0,27;6446FF
4932499984;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K320, 6-Loch Milwaukee;15,5;15,5;8;0,27;6447FF
4932499985;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K400, 6-Loch Milwaukee;15,5;15,5;8;0,25;6448FF
4932499986;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K500, 6-Loch Milwaukee;15,5;15,5;8;0,25;6449FF
4932499987;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K600, 6-Loch Milwaukee;15,5;15,5;8;0,25;6450FF
4932499988;Premium-Schleifblätter für Automotive-Exzenterschleifer 150 mm K800, 6-Loch Milwaukee;15,5;15,5;8;0,25;6451FF
4932367740;Schleifblätter für Exzenterschleifer 125 mm K40, 8-Loch Milwaukee;16;13;2;0,08;6452FF
4932492172;Schleifblätter für Exzenterschleifer 125 mm K40, 8-Loch Milwaukee;15,8;13,5;1,7;0,1;6453FF
4932367741;Schleifblätter für Exzenterschleifer 125 mm K60, 8-Loch Milwaukee;16;13;1;0,05;6454FF
4932492173;Schleifblätter für Exzenterschleifer 125 mm K60, 8-Loch Milwaukee;16;13,5;1,5;0,09;6455FF
4932367742;Schleifblätter für Exzenterschleifer 125 mm K80, 8-Loch Milwaukee;15,5;12,5;1;0,04;6456FF
4932492174;Schleifblätter für Exzenterschleifer 125 mm K80, 8-Loch Milwaukee;15,8;13,3;1,8;0,08;6457FF
4932367743;Schleifblätter für Exzenterschleifer 125 mm K120, 8-Loch Milwaukee;16;12,5;1;0,04;6458FF
4932492175;Schleifblätter für Exzenterschleifer 125 mm K120, 8-Loch Milwaukee;16;13;2;0,08;6459FF
4932367744;Schleifblätter für Exzenterschleifer 125 mm K180, 8-Loch Milwaukee;16;13;2;0,04;6460FF
4932492176;Schleifblätter für Exzenterschleifer 125 mm K180, 8-Loch Milwaukee;15,8;13,4;1,8;0,07;6461FF
4932367745;Schleifblätter für Exzenterschleifer 125 mm K240, 8-Loch Milwaukee;11;11;1;0,04;6462FF
4932492177;Schleifblätter für Exzenterschleifer 125 mm K240, 8-Loch Milwaukee;15,8;13,5;1,7;0,06;6463FF
4932371470;Schleifblätter für Exzenterschleifer 125 mm K40, 8-Loch Milwaukee;15,5;15,5;6,1;0,37;6464FF
4932492191;Schleifblätter für Exzenterschleifer 125 mm K40, 8-Loch Milwaukee;15,9;23,2;9;0,52;6465FF
4932371396;Schleifblätter für Exzenterschleifer 125 mm K60, 8-Loch Milwaukee;15,5;15,5;6,1;0,26;6466FF
4932492192;Schleifblätter für Exzenterschleifer 125 mm K60, 8-Loch Milwaukee;12,9;12,6;8,2;0,42;6467FF
4932371397;Schleifblätter für Exzenterschleifer 125 mm K80, 8-Loch Milwaukee;15,5;15,5;6,1;0,25;6468FF
4932492193;Schleifblätter für Exzenterschleifer 125 mm K80, 8-Loch Milwaukee;16;16;8,5;0,37;6469FF
4932371398;Schleifblätter für Exzenterschleifer 125 mm K120, 8-Loch Milwaukee;15,5;15,5;6,1;0,23;6470FF
4932492194;Schleifblätter für Exzenterschleifer 125 mm K120, 8-Loch Milwaukee;17;16,4;9;0,34;6471FF
4932371399;Schleifblätter für Exzenterschleifer 125 mm K180, 8-Loch Milwaukee;15,5;15,5;6,1;0,21;6472FF
4932492195;Schleifblätter für Exzenterschleifer 125 mm K180, 8-Loch Milwaukee;16;16;8;0,3;6473FF
4932371400;Schleifblätter für Exzenterschleifer 125 mm K240, 8-Loch Milwaukee;15,5;15,5;6,1;0,2;6474FF
4932492196;Schleifblätter für Exzenterschleifer 125 mm K240, 8-Loch Milwaukee;15,8;16;8,6;0,28;6475FF
4932371590;Schleifblätter für Exzenterschleifer 150 mm K40, 6-Loch Milwaukee;18,2;15,1;1;0,11;6476FF
4932492207;Schleifblätter für Exzenterschleifer 150 mm K40, 6-Loch Milwaukee;15,5;18;1,5;0,16;6477FF
4932371591;Schleifblätter für Exzenterschleifer 150 mm K60, 6-Loch Milwaukee;17,5;15,1;1;0,08;6478FF
4932492208;Schleifblätter für Exzenterschleifer 150 mm K60, 6-Loch Milwaukee;18,1;15,6;1,7;0,13;6479FF
4932371592;Schleifblätter für Exzenterschleifer 150 mm K80, 6-Loch Milwaukee;6;15,2;19;0,07;6480FF
4932492209;Schleifblätter für Exzenterschleifer 150 mm K80, 6-Loch Milwaukee;18,6;15,5;1,7;0,11;6481FF
4932371593;Schleifblätter für Exzenterschleifer 150 mm K120, 6-Loch Milwaukee;1;18;14;0,06;6482FF
4932492210;Schleifblätter für Exzenterschleifer 150 mm K120, 6-Loch Milwaukee;18,2;15,6;1,3;0,1;6483FF
4932371594;Schleifblätter für Exzenterschleifer 150 mm K180, 6-Loch Milwaukee;18,5;15,1;1;0,07;6484FF
4932492211;Schleifblätter für Exzenterschleifer 150 mm K180, 6-Loch Milwaukee;18,2;15,5;1,7;0,1;6485FF
4932371595;Schleifblätter für Exzenterschleifer 150 mm K240, 6-Loch Milwaukee;18,5;15,1;1;0,07;6486FF
4932492212;Schleifblätter für Exzenterschleifer 150 mm K240, 6-Loch Milwaukee;18,2;15,6;1,8;0,08;6487FF
4932371596;Schleifblätter für Exzenterschleifer 150 mm K40, 6-Loch Milwaukee;15,5;15,5;6,1;0,42;6488FF
4932492226;Schleifblätter für Exzenterschleifer 150 mm K40, 6-Loch Milwaukee;15,8;15,8;8,6;0,7;6489FF
4932371597;Schleifblätter für Exzenterschleifer 150 mm K60, 6-Loch Milwaukee;15,5;15,5;6,1;0,3;6490FF
4932492227;Schleifblätter für Exzenterschleifer 150 mm K60, 6-Loch Milwaukee;16;9;16;0,57;6491FF
4932371598;Schleifblätter für Exzenterschleifer 150 mm K80, 6-Loch Milwaukee;15,5;15,5;6,1;0,28;6492FF
4932492228;Schleifblätter für Exzenterschleifer 150 mm K80, 6-Loch Milwaukee;16;16;8;0,52;6493FF
4932371599;Schleifblätter für Exzenterschleifer 150 mm K120, 6-Loch Milwaukee;6;15,5;15,5;0,31;6494FF
4932492229;Schleifblätter für Exzenterschleifer 150 mm K120, 6-Loch Milwaukee;16;16;8;0,47;6495FF
4932371600;Schleifblätter für Exzenterschleifer 150 mm K180, 6-Loch Milwaukee;15,5;15,5;6,1;0,28;6496FF
4932492230;Schleifblätter für Exzenterschleifer 150 mm K180, 6-Loch Milwaukee;16;8,3;15,8;0,4;6497FF
4932371601;Schleifblätter für Exzenterschleifer 150 mm K240, 6-Loch Milwaukee;15,5;15,5;6,1;0,22;6498FF
4932492231;Schleifblätter für Exzenterschleifer 150 mm K240, 6-Loch Milwaukee;15;15;0,8;0,35;6499FF
4932498927;Schleifblätter für Exzenterschleifer 150 mm K40, ungelocht Milwaukee;15,5;15,5;8;0,78;6500FF
4932498928;Schleifblätter für Exzenterschleifer 150 mm K40, ungelocht Milwaukee;15,5;15,5;8;0,62;6501FF
4932498929;Schleifblätter für Exzenterschleifer 150 mm K40, ungelocht Milwaukee;15,5;15,5;8;0,6;6502FF
4932498930;Schleifblätter für Exzenterschleifer 150 mm K40, ungelocht Milwaukee;15,5;15,5;8;0,55;6503FF
4932498931;Schleifblätter für Exzenterschleifer 150 mm K40, ungelocht Milwaukee;15,5;15,5;8;0,49;6504FF
4932499375;Zwischenplatte für Netzstruktur-Schleifblätter für Exzenterschleifer 76 mm Milwaukee;10,7;8;1,7;0,02;6505FF
4932492291;Zwischenplatte für Netzstruktur-Schleifblätter für Exzenterschleifer 125 mm Milwaukee;13,5;13,5;1,5;0,05;6506FF
4932492292;Zwischenplatte für Netzstruktur-Schleifblätter für Exzenterschleifer 150 mm Milwaukee;18,2;15,5;1,8;0,07;6507FF
4932492249;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K80 Milwaukee;17,3;11,2;1,7;0,09;6508FF
4932492250;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K120 Milwaukee;17,3;11,8;1,7;0,06;6509FF
4932492251;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K180 Milwaukee;17;11,5;15;0,05;6510FF
4932492252;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K240 Milwaukee;2;17,9;17,5;0,06;6511FF
4932492253;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K320 Milwaukee;2;11,5;17,5;0,05;6512FF
4932492254;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm K400 Milwaukee;17,4;11,9;1,8;0,05;6513FF
4932492295;Schleifblätter Netzstruktur für Schwingschleifer 115 x 107 mm 4 x K80, 3 x K120, 3 x K180, 1 x Zwischenplatte Milwaukee;15,8;13,5;1,8;0,07;6514FF
4932492244;Premium-Schleifblätter für Schwingschleifer 115 x 107 mm K80 Milwaukee;17,2;11,8;1,9;0,07;6515FF
4932492245;Premium-Schleifblätter für Schwingschleifer 115 x 107 mm K120 Milwaukee;2;12;17,5;0,07;6516FF
4932492246;Premium-Schleifblätter für Schwingschleifer 115 x 107 mm K180 Milwaukee;2;11,5;17,5;0,06;6517FF
4932492247;Premium-Schleifblätter für Schwingschleifer 115 x 107 mm K240 Milwaukee;17,3;11,8;1,7;0,05;6518FF
4932492248;Premium-Schleifblätter für Schwingschleifer 115 x 107 mm K320 Milwaukee;17;11;20;0,05;6519FF
4932492242;Schleifblätter für Schwingschleifer 115 x 107 mm K40, 10-Loch Milwaukee;17,3;11,8;1,8;0,1;6520FF
4932430815;Schleifblätter für Schwingschleifer 115 x 107 mm K60, 10-Loch Milwaukee;17;11,5;1,5;0,09;6521FF
4932492759;Schleifblätter für Schwingschleifer 115 x 107 mm K60, 10-Loch Milwaukee;17,3;11,7;1,8;0,09;6522FF
4932430816;Schleifblätter für Schwingschleifer 115 x 107 mm K80, 10-Loch Milwaukee;17;11,5;1,5;0,08;6523FF
4932492760;Schleifblätter für Schwingschleifer 115 x 107 mm K80, 10-Loch Milwaukee;17,3;11,8;1,7;0,08;6524FF
4932430817;Schleifblätter für Schwingschleifer 115 x 107 mm K120, 10-Loch Milwaukee;17;11,5;1,5;0,07;6525FF
4932492761;Schleifblätter für Schwingschleifer 115 x 107 mm K120, 10-Loch Milwaukee;11,9;18;2,2;0,07;6526FF
4932492243;Schleifblätter für Schwingschleifer 115 x 107 mm K180, 10-Loch Milwaukee;2;12;17;0,07;6527FF
4932430818;Schleifblätter für Schwingschleifer 115 x 107 mm K240, 10-Loch Milwaukee;17,3;1,7;11,8;0,07;6528FF
4932492762;Schleifblätter für Schwingschleifer 115 x 107 mm K240, 10-Loch Milwaukee;17,3;11,8;1,8;0,05;6529FF
4932351666;Schleifblätter für Schwingschleifer 80 x 133 mm K60, 8-Loch Milwaukee;17,3;11,8;2,1;0,08;6530FF
4932492763;Schleifblätter für Schwingschleifer 80 x 133 mm K60, 8-Loch Milwaukee;10,8;18,7;2,6;0,07;6531FF
4932351667;Schleifblätter für Schwingschleifer 80 x 133 mm K80, 8-Loch Milwaukee;17,3;11,9;2,1;0,08;6532FF
4932492764;Schleifblätter für Schwingschleifer 80 x 133 mm K80, 8-Loch Milwaukee;11,5;18,8;2,4;0,07;6533FF
4932351668;Schleifblätter für Schwingschleifer 80 x 133 mm K120, 8-Loch Milwaukee;17,2;11,9;1,8;0,07;6534FF
4932492765;Schleifblätter für Schwingschleifer 80 x 133 mm K120, 8-Loch Milwaukee;11,5;18,4;2,8;0,07;6535FF
4932351669;Schleifblätter für Schwingschleifer 80 x 133 mm K180, 8-Loch Milwaukee;11,7;17;1,5;0,06;6536FF
4932492766;Schleifblätter für Schwingschleifer 80 x 133 mm K180, 8-Loch Milwaukee;2;10,5;18,5;0,06;6537FF
4932351670;Schleifblätter für Schwingschleifer 80 x 133 mm K240, 8-Loch Milwaukee;41;13;2;0,06;6538FF
4932492767;Schleifblätter für Schwingschleifer 80 x 133 mm K240, 8-Loch Milwaukee;10,8;18,8;2,8;0,06;6539FF
4932492257;Schleifblätter für Schwingschleifer 93 x 185 mm K40, 8-Loch Milwaukee;10;22,3;1;0,15;6540FF
4932492258;Schleifblätter für Schwingschleifer 93 x 185 mm K60, 8-Loch Milwaukee;22,7;9,9;1,8;0,12;6541FF
4932492259;Schleifblätter für Schwingschleifer 93 x 185 mm K80, 8-Loch Milwaukee;1,5;20;10;0,11;6542FF
4932492260;Schleifblätter für Schwingschleifer 93 x 185 mm K120, 8-Loch Milwaukee;10,5;22,5;1;0,1;6543FF
4932492261;Schleifblätter für Schwingschleifer 93 x 185 mm K180, 8-Loch Milwaukee;22,5;10;2;0,11;6544FF
4932492262;Schleifblätter für Schwingschleifer 93 x 185 mm K240, 8-Loch Milwaukee;22,3;9,9;1,5;0,09;6545FF
4932492263;Schleifblätter für Schwingschleifer 115 x 230 mm K40, 14-Loch Milwaukee;31,2;11,8;1,2;0,21;6546FF
4932492264;Schleifblätter für Schwingschleifer 115 x 230 mm K60, 14-Loch Milwaukee;31,1;13;1,9;0,18;6547FF
4932492265;Schleifblätter für Schwingschleifer 115 x 230 mm K80, 14-Loch Milwaukee;31,2;11,8;1,2;0,16;6548FF
4932492266;Schleifblätter für Schwingschleifer 115 x 230 mm K120, 14-Loch Milwaukee;11,8;1,3;31,2;0,15;6549FF
4932492267;Schleifblätter für Schwingschleifer 115 x 230 mm K180, 14-Loch Milwaukee;12;31;1;0,13;6550FF
4932492268;Schleifblätter für Schwingschleifer 115 x 230 mm K240, 14-Loch Milwaukee;31;11,7;1;0,12;6551FF
48805080;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K80, inkl. Zwischenplatte Milwaukee;14,4;10,8;2,4;0,04;6552FF
48805120;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K120, inkl. Zwischenplatte Milwaukee;10,7;1,9;14,4;0,04;6553FF
48805180;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K180, inkl. Zwischenplatte Milwaukee;14,4;10,8;2,3;0,04;6554FF
48805220;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K220, inkl. Zwischenplatte Milwaukee;14,4;10,8;2,3;0,04;6555FF
48805320;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K320, inkl. Zwischenplatte Milwaukee;14,4;10,8;2,3;0,04;6556FF
48805400;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K400, inkl. Zwischenplatte Milwaukee;10,8;14,4;2,3;0,04;6557FF
48805402;Zwischenplatte für Netzstruktur-Schleifblätter für M12FDSS 67 x 92 mm Milwaukee;14,4;10,8;1,7;0,02;6558FF
48805405;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm Set 13-teilig 4 x K80, 4 x K120, 4 x K180, 1 x Zwischenplatte Milwaukee;15,6;2,3;12,1;0,06;6559FF
4932492281;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K80 Milwaukee;12,5;10,8;2,4;0,04;6560FF
4932492282;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K120 Milwaukee;12,5;10,5;1,7;0,03;6561FF
4932492283;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K180 Milwaukee;12,6;10,4;1,7;0,03;6562FF
4932492284;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K240 Milwaukee;2;10,5;12,5;0,03;6563FF
4932492296;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm 4 x K80, 3 x K120, 3 x K180 Milwaukee;11,9;36,2;2,2;0,04;6564FF
4932492275;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K40 Milwaukee;2;10,5;12,5;0,05;6565FF
4932492276;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K60 Milwaukee;12,6;10,4;1,8;0,04;6566FF
4932492277;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K80 Milwaukee;12,6;10,4;1,8;0,04;6567FF
4932492278;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K120 Milwaukee;12,6;10,5;1,7;0,03;6568FF
4932492279;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K180 Milwaukee;12,5;10,5;1,7;0,03;6569FF
4932492280;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K240 Milwaukee;12,7;10,4;1,7;0,03;6570FF
4932492269;Schleifblätter für Deltaschleifer 93 x 93 mm K40, 6-Loch Milwaukee;12,7;11;2,1;0,04;6571FF
4932358492;Schleifblätter für Deltaschleifer 105 x 105 mm K60, 6-Loch Milwaukee;13;10,5;0,6;0,03;6572FF
4932492270;Schleifblätter für Deltaschleifer 93 x 93 mm K60, 6-Loch Milwaukee;12,6;10,4;1,8;0,04;6573FF
4932358493;Schleifblätter für Deltaschleifer 105 x 105 mm K80, 6-Loch Milwaukee;10;11;13;0,03;6574FF
4932492271;Schleifblätter für Deltaschleifer 93 x 93 mm K80, 6-Loch Milwaukee;12,6;10,4;1,7;0,04;6575FF
4932358494;Schleifblätter für Deltaschleifer 105 x 105 mm K120, 6-Loch Milwaukee;13,4;10,8;0,6;0,02;6576FF
4932492272;Schleifblätter für Deltaschleifer 93 x 93 mm K120, 6-Loch Milwaukee;1,8;10,4;1,8;0,04;6577FF
4932358495;Schleifblätter für Deltaschleifer 105 x 105 mm K180, 6-Loch Milwaukee;13,5;11;0,6;0,02;6578FF
4932492273;Schleifblätter für Deltaschleifer 93 x 93 mm K180, 6-Loch Milwaukee;12,6;10,4;1,8;0,03;6579FF
4932358496;Schleifblätter für Deltaschleifer 105 x 105 mm K240, 6-Loch Milwaukee;13,1;11;0,5;0,02;6580FF
4932492274;Schleifblätter für Deltaschleifer 93 x 93 mm K240, 6-Loch Milwaukee;12,7;10,4;1,8;0,03;6581FF
4932492285;Schleifblätter für Deltaschleifer 100 x 147 mm K40, 7-Loch Milwaukee;11;18,5;1,7;0,1;6582FF
4932355140;Schleifblätter für Deltaschleifer 100 x 147 mm K60, 8-Loch Milwaukee;18,4;12,1;1,3;0,08;6583FF
4932492768;Schleifblätter für Deltaschleifer 100 x 147 mm K60, 7-Loch Milwaukee;2;11;18,5;0,08;6584FF
4932355141;Schleifblätter für Deltaschleifer 100 x 147 mm K80, 8-Loch Milwaukee;9;12;18,5;0,08;6585FF
4932492769;Schleifblätter für Deltaschleifer 100 x 147 mm K80, 7-Loch Milwaukee;11,4;18,9;2,4;0,05;6586FF
4932355142;Schleifblätter für Deltaschleifer 100 x 147 mm K120, 8-Loch Milwaukee;18,5;12,1;0,8;0,06;6587FF
4932492770;Schleifblätter für Deltaschleifer 100 x 147 mm K120, 7-Loch Milwaukee;11,7;19,3;2,4;0,07;6588FF
4932355143;Schleifblätter für Deltaschleifer 100 x 147 mm K180, 8-Loch Milwaukee;1,9;12,1;18,8;0,04;6589FF
4932492771;Schleifblätter für Deltaschleifer 100 x 147 mm K180, 7-Loch Milwaukee;11,6;18,5;2,4;0,07;6590FF
4932355144;Schleifblätter für Deltaschleifer 100 x 147 mm K240, 8-Loch Milwaukee;2;11,9;18,5;0,06;6591FF
4932492772;Schleifblätter für Deltaschleifer 100 x 147 mm K240, 7-Loch Milwaukee;18;2;10,5;0,05;6592FF
4932480546;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K40 Milwaukee;1,9;39;20,2;0,21;6593FF
4932480547;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K60 Milwaukee;8,6;24,8;5,6;0,17;6594FF
4932480548;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K80 Milwaukee;20,3;5,7;8;0,16;6595FF
4932480549;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K100 Milwaukee;22,3;6,6;8,4;0,14;6596FF
4932480550;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K150 Milwaukee;20,2;5,8;8,2;0,12;6597FF
4932312475;Schleifband für Bandschleifer 75 x 533 mm K40 Milwaukee;23,9;8,8;6,9;0,28;6598FF
4932312476;Schleifband für Bandschleifer 75 x 533 mm K60 Milwaukee;23,9;8,3;6,6;0,22;6599FF
4932312477;Schleifband für Bandschleifer 75 x 533 mm K80 Milwaukee;24,2;8,2;5,9;0,18;6600FF
4932312478;Schleifband für Bandschleifer 75 x 533 mm K100 Milwaukee;23,7;6,3;8,4;0,16;6601FF
4932312479;Schleifband für Bandschleifer 75 x 533 mm K150 Milwaukee;24,2;8,5;5,5;0,16;6602FF
4932312099;Schleifband für Bandschleifer 100 x 560 mm K40 Milwaukee;25,5;5,5;10,5;0,23;6603FF
4932492286;Schleifband für Bandschleifer 100 x 560 mm K40 Milwaukee;7,5;5;11;0,35;6604FF
4932312100;Schleifband für Bandschleifer 100 x 560 mm K60 Milwaukee;25,6;11;6;0,18;6605FF
4932492287;Schleifband für Bandschleifer 100 x 560 mm K60 Milwaukee;25,6;4,9;11,1;0,27;6606FF
4932312101;Schleifband für Bandschleifer 100 x 560 mm K80 Milwaukee;25,5;11,1;6,1;0,14;6607FF
4932492288;Schleifband für Bandschleifer 100 x 560 mm K80 Milwaukee;28;4,5;11;0,25;6608FF
4932312102;Schleifband für Bandschleifer 100 x 560 mm K100 Milwaukee;25,5;10,9;5,8;0,14;6609FF
4932492289;Schleifband für Bandschleifer 100 x 560 mm K100 Milwaukee;25;5,5;11;0,21;6610FF
4932312103;Schleifband für Bandschleifer 100 x 560 mm K150 Milwaukee;25,2;5,6;10,5;0,13;6611FF
4932492290;Schleifband für Bandschleifer 100 x 560 mm K150 Milwaukee;5;27;11;0,18;6612FF
4932355066;Schleifband für Bandschleifer 100 x 610 mm K40 Milwaukee;28,4;5,8;10,8;0,41;6613FF
4932355067;Schleifband für Bandschleifer 100 x 610 mm K60 Milwaukee;6,7;11,1;27,8;0,32;6614FF
4932355068;Schleifband für Bandschleifer 100 x 610 mm K80 Milwaukee;27,8;6;10,7;0,27;6615FF
4932355069;Schleifband für Bandschleifer 100 x 610 mm K100 Milwaukee;6,5;10,9;27,4;0,26;6616FF
4932355070;Schleifband für Bandschleifer 100 x 610 mm K150 Milwaukee;6,6;11,6;27,6;0,22;6617FF
4932341610;Schleifband für Bandschleifer 100 x 620 mm K40 Milwaukee;28,5;11,1;7;0,4;6618FF
4932341611;Schleifband für Bandschleifer 100 x 620 mm K60 Milwaukee;28,4;5,3;10,4;0,34;6619FF
4932341612;Schleifband für Bandschleifer 100 x 620 mm K80 Milwaukee;28,4;5,3;11,1;0,27;6620FF
4932341613;Schleifband für Bandschleifer 100 x 620 mm K100 Milwaukee;28,4;4,7;11,1;0,25;6621FF
4932341614;Schleifband für Bandschleifer 100 x 620 mm K150 Milwaukee;28,5;11,3;5,9;0,24;6622FF
4932305176;Schleifblätter für Schwingschleifer 93 x 230 mm K50, 8-Loch, Klemmverschluss Milwaukee;23;10;1;0,13;6623FF
4932305178;Schleifblätter für Schwingschleifer 93 x 230 mm K100, 8-Loch, Klemmverschluss Milwaukee;11,8;31,4;2,3;0,12;6624FF
4932305179;Schleifblätter für Schwingschleifer 93 x 230 mm K150, 8-Loch, Klemmverschluss Milwaukee;23;10;1;0,08;6625FF
4932430820;Schleifblätter für Schwingschleifer 115 x 140 mm K80, 10-Loch, Klemmverschluss Milwaukee;17;11,5;1,5;0,09;6626FF
4932492876;Schleifband für Bandfeile 10 x 330 mm K120 Keramik-Korn Milwaukee;18,8;6,8;1,7;0,04;6627FF
4932492881;Schleifband für Bandfeile 13 x 457 mm K60 Keramik-Korn Milwaukee;23;9;1,5;0,09;6628FF
4932492882;Schleifband für Bandfeile 13 x 457 mm K80 Keramik-Korn Milwaukee;22,3;1,7;8,3;0,08;6629FF
4932492883;Schleifband für Bandfeile 13 x 457 mm K120 Keramik-Korn Milwaukee;22,6;7,3;1,7;0,07;6630FF
4932492877;Vliesband für Bandfeile 10 x 330 mm grob Milwaukee;18,5;10,1;2;0,05;6631FF
4932492884;Vliesband für Bandfeile 13 x 457 mm grob Milwaukee;2;6,5;18,5;0,09;6632FF
4932492879;Vliesband für Bandfeile 10 x 330 mm fein Milwaukee;19;10,1;1,8;0,05;6633FF
4932492886;Vliesband für Bandfeile 13 x 457 mm fein Milwaukee;2;12;24;0,07;6634FF
4932492878;Vliesband für Bandfeile 10 x 330 mm mittel Milwaukee;18,4;10,3;2,1;0,05;6635FF
4932492885;Vliesband für Bandfeile 13 x 457 mm mittel Milwaukee;24,7;11,2;1,4;0,11;6636FF
4932492880;Polierband für Bandfeile 10 x 330 mm  Milwaukee;10,5;20,4;2,8;0,03;6637FF
4932492887;Polierband für Bandfeile 13 x 457 mm extra fein Milwaukee;25,8;10,3;2;0,05;6638FF
4932492310;Polierschwamm Kletthaftung Rot 140/20 mm Milwaukee;14,5;14,5;4;0,04;6639FF
4932430396;Polierschwamm Kletthaftung 145 mm hart Milwaukee;24;22;4;0,04;6640FF
4932492319;Polierschwamm Kletthaftung Rot 140/25 mm Milwaukee;14;14;5;0,05;6641FF
4932492316;Polierschwamm Kletthaftung Rot 160/20 mm Milwaukee;16;20;4;0,06;6642FF
4932492311;Polierschwamm Kletthaftung Gelb 140/20 mm Milwaukee;14;14;4;0,05;6643FF
4932430397;Polierschwamm Kletthaftung 145 mm weich Milwaukee;24;22;4;0,04;6644FF
4932492320;Polierschwamm Kletthaftung Gelb 140/25 mm Milwaukee;14;14;5;0,05;6645FF
4932492317;Polierschwamm Kletthaftung Gelb 160/20 mm Milwaukee;16;16;4,5;0,06;6646FF
